word,mat_1,mat_2,mat_3,mat_4,mat_5,mat_6,mat_7,mat_8,mat_9,mat_10,mat_11,mat_12,mat_13,mat_14,mat_15,mat_16,mat_17,mat_18,mat_19,mat_20,mat_21,mat_22,mat_23,mat_24,mat_25,mat_26,mat_27,mat_28,mat_29,mat_30,mat_31,mat_32,mat_33,mat_34
אינדוקטרינציותיכן,0.333333333333333,0,0.545454545454545,0.5,0.5,1,0.181818181818182,0.5,0.555555555555556,0,0.111111111111111,0,0.444444444444444,0,0.222222222222222,0,0.545454545454545,0.5,0.5,1,0.7,1,0.545454545454545,0.5,0.555555555555556,0,0.8,1,0.545454545454545,0.5,0.363636363636364,0.5,0.666666666666667,0
אינדוקטרינציותינו,0.333333333333333,0,0.545454545454545,0.5,0.5,1,0.181818181818182,0.5,0.555555555555556,0,0.111111111111111,0,0.444444444444444,0,0.222222222222222,0,0.545454545454545,0.5,0.5,1,0.7,1,0.545454545454545,0.5,0.555555555555556,0,0.8,1,0.545454545454545,0.5,0.5,1,0.555555555555556,0
אינדיבידואליסטיות,0.333333333333333,0,0.545454545454545,0.5,0.5,1,0.181818181818182,0.5,0.545454545454545,0.5,0.3,1,0.545454545454545,0.5,0.181818181818182,0.5,0.555555555555556,0,0.333333333333333,0,0.727272727272727,0.5,0.545454545454545,0.5,0.2,1,0.444444444444444,0,0.545454545454545,0.5,0.555555555555556,0,0.8,1
אינדיבידואליסטיים,0.333333333333333,0,0.545454545454545,0.5,0.5,1,0.181818181818182,0.5,0.545454545454545,0.5,0.3,1,0.545454545454545,0.5,0.181818181818182,0.5,0.555555555555556,0,0.333333333333333,0,0.727272727272727,0.5,0.545454545454545,0.5,0.2,1,0.444444444444444,0,0.545454545454545,0.5,0.545454545454545,0.5,0.777777777777778,0
אינטרדיסציפלינריי,0.333333333333333,0,0.545454545454545,0.5,0.5,1,0.444444444444444,0,0.222222222222222,0,0.181818181818182,0.5,0.545454545454545,0.5,0.2,1,0.7,1,0.545454545454545,0.5,0.888888888888889,0,0.727272727272727,0.5,0.545454545454545,0.5,0.5,1,0.222222222222222,0,0.545454545454545,0.5,0.545454545454545,0.5
אינטרדיסציפלינרית,0.333333333333333,0,0.545454545454545,0.5,0.5,1,0.444444444444444,0,0.222222222222222,0,0.181818181818182,0.5,0.545454545454545,0.5,0.2,1,0.7,1,0.545454545454545,0.5,0.888888888888889,0,0.727272727272727,0.5,0.545454545454545,0.5,0.5,1,0.222222222222222,0,0.545454545454545,0.5,0.8,1
אלקטרופיזיולוגיות,0.333333333333333,0,0.727272727272727,0.5,0.111111111111111,0,0.444444444444444,0,0.222222222222222,0,0.555555555555556,0,0.888888888888889,0,0.545454545454545,0.5,0.1,1,0.545454545454545,0.5,0.555555555555556,0,0.727272727272727,0.5,0.555555555555556,0,0.272727272727273,0.5,0.545454545454545,0.5,0.555555555555556,0,0.8,1
אלקטרופיזיולוגיים,0.333333333333333,0,0.727272727272727,0.5,0.111111111111111,0,0.444444444444444,0,0.222222222222222,0,0.555555555555556,0,0.888888888888889,0,0.545454545454545,0.5,0.1,1,0.545454545454545,0.5,0.555555555555556,0,0.727272727272727,0.5,0.555555555555556,0,0.272727272727273,0.5,0.545454545454545,0.5,0.545454545454545,0.5,0.777777777777778,0
אסטרופיזיקאיותיהם,0.333333333333333,0,0.2,1,0.444444444444444,0,0.222222222222222,0,0.555555555555556,0,0.888888888888889,0,0.545454545454545,0.5,0.1,1,0.545454545454545,0.5,0.111111111111111,0,0.333333333333333,0,0.545454545454545,0.5,0.555555555555556,0,0.8,1,0.545454545454545,0.5,0.4,1,0.777777777777778,0
אסטרופיזיקאיותיהן,0.333333333333333,0,0.2,1,0.444444444444444,0,0.222222222222222,0,0.555555555555556,0,0.888888888888889,0,0.545454545454545,0.5,0.1,1,0.545454545454545,0.5,0.111111111111111,0,0.333333333333333,0,0.545454545454545,0.5,0.555555555555556,0,0.8,1,0.545454545454545,0.5,0.4,1,0.666666666666667,0
אסטרופיזיקאיותייך,0.333333333333333,0,0.2,1,0.444444444444444,0,0.222222222222222,0,0.555555555555556,0,0.888888888888889,0,0.545454545454545,0.5,0.1,1,0.545454545454545,0.5,0.111111111111111,0,0.333333333333333,0,0.545454545454545,0.5,0.555555555555556,0,0.8,1,0.545454545454545,0.5,0.545454545454545,0.5,0.818181818181818,0.5
אסטרופיזיקאיותיכם,0.333333333333333,0,0.2,1,0.444444444444444,0,0.222222222222222,0,0.555555555555556,0,0.888888888888889,0,0.545454545454545,0.5,0.1,1,0.545454545454545,0.5,0.111111111111111,0,0.333333333333333,0,0.545454545454545,0.5,0.555555555555556,0,0.8,1,0.545454545454545,0.5,0.363636363636364,0.5,0.777777777777778,0
אסטרופיזיקאיותיכן,0.333333333333333,0,0.2,1,0.444444444444444,0,0.222222222222222,0,0.555555555555556,0,0.888888888888889,0,0.545454545454545,0.5,0.1,1,0.545454545454545,0.5,0.111111111111111,0,0.333333333333333,0,0.545454545454545,0.5,0.555555555555556,0,0.8,1,0.545454545454545,0.5,0.363636363636364,0.5,0.666666666666667,0
אסטרופיזיקאיותינו,0.333333333333333,0,0.2,1,0.444444444444444,0,0.222222222222222,0,0.555555555555556,0,0.888888888888889,0,0.545454545454545,0.5,0.1,1,0.545454545454545,0.5,0.111111111111111,0,0.333333333333333,0,0.545454545454545,0.5,0.555555555555556,0,0.8,1,0.545454545454545,0.5,0.5,1,0.555555555555556,0
אקזיסטנציאליסטיות,0.333333333333333,0,0.111111111111111,0,0.1,1,0.545454545454545,0.5,0.2,1,0.444444444444444,0,0.5,1,0.7,1,0.545454545454545,0.5,0.333333333333333,0,0.727272727272727,0.5,0.545454545454545,0.5,0.2,1,0.444444444444444,0,0.545454545454545,0.5,0.555555555555556,0,0.8,1
אקזיסטנציאליסטיים,0.333333333333333,0,0.111111111111111,0,0.1,1,0.545454545454545,0.5,0.2,1,0.444444444444444,0,0.5,1,0.7,1,0.545454545454545,0.5,0.333333333333333,0,0.727272727272727,0.5,0.545454545454545,0.5,0.2,1,0.444444444444444,0,0.545454545454545,0.5,0.545454545454545,0.5,0.777777777777778,0
אקסהיביציוניסטיות,0.333333333333333,0,0.111111111111111,0,0.2,1,0.4,1,0.545454545454545,0.5,0.3,1,0.545454545454545,0.5,0.7,1,0.545454545454545,0.5,0.555555555555556,0,0.5,1,0.545454545454545,0.5,0.2,1,0.444444444444444,0,0.545454545454545,0.5,0.555555555555556,0,0.8,1
אקסהיביציוניסטיים,0.333333333333333,0,0.111111111111111,0,0.2,1,0.4,1,0.545454545454545,0.5,0.3,1,0.545454545454545,0.5,0.7,1,0.545454545454545,0.5,0.555555555555556,0,0.5,1,0.545454545454545,0.5,0.2,1,0.444444444444444,0,0.545454545454545,0.5,0.545454545454545,0.5,0.777777777777778,0
דיסאינפורמציותיהם,0.181818181818182,0.5,0.545454545454545,0.5,0.2,1,0.333333333333333,0,0.545454545454545,0.5,0.5,1,0.888888888888889,0,0.555555555555556,0,0.222222222222222,0,0.6,1,0.7,1,0.545454545454545,0.5,0.555555555555556,0,0.8,1,0.545454545454545,0.5,0.4,1,0.777777777777778,0
דיסאינפורמציותיהן,0.181818181818182,0.5,0.545454545454545,0.5,0.2,1,0.333333333333333,0,0.545454545454545,0.5,0.5,1,0.888888888888889,0,0.555555555555556,0,0.222222222222222,0,0.6,1,0.7,1,0.545454545454545,0.5,0.555555555555556,0,0.8,1,0.545454545454545,0.5,0.4,1,0.666666666666667,0
דיסאינפורמציותייך,0.181818181818182,0.5,0.545454545454545,0.5,0.2,1,0.333333333333333,0,0.545454545454545,0.5,0.5,1,0.888888888888889,0,0.555555555555556,0,0.222222222222222,0,0.6,1,0.7,1,0.545454545454545,0.5,0.555555555555556,0,0.8,1,0.545454545454545,0.5,0.545454545454545,0.5,0.818181818181818,0.5
דיסאינפורמציותיכם,0.181818181818182,0.5,0.545454545454545,0.5,0.2,1,0.333333333333333,0,0.545454545454545,0.5,0.5,1,0.888888888888889,0,0.555555555555556,0,0.222222222222222,0,0.6,1,0.7,1,0.545454545454545,0.5,0.555555555555556,0,0.8,1,0.545454545454545,0.5,0.363636363636364,0.5,0.777777777777778,0
דיסאינפורמציותיכן,0.181818181818182,0.5,0.545454545454545,0.5,0.2,1,0.333333333333333,0,0.545454545454545,0.5,0.5,1,0.888888888888889,0,0.555555555555556,0,0.222222222222222,0,0.6,1,0.7,1,0.545454545454545,0.5,0.555555555555556,0,0.8,1,0.545454545454545,0.5,0.363636363636364,0.5,0.666666666666667,0
דיסאינפורמציותינו,0.181818181818182,0.5,0.545454545454545,0.5,0.2,1,0.333333333333333,0,0.545454545454545,0.5,0.5,1,0.888888888888889,0,0.555555555555556,0,0.222222222222222,0,0.6,1,0.7,1,0.545454545454545,0.5,0.555555555555556,0,0.8,1,0.545454545454545,0.5,0.5,1,0.555555555555556,0
דיספרופורציונליות,0.181818181818182,0.5,0.545454545454545,0.5,0.2,1,0.888888888888889,0,0.222222222222222,0,0.555555555555556,0,0.888888888888889,0,0.555555555555556,0,0.222222222222222,0,0.7,1,0.545454545454545,0.5,0.555555555555556,0,0.5,1,0.727272727272727,0.5,0.545454545454545,0.5,0.555555555555556,0,0.8,1
דיספרופורציונליים,0.181818181818182,0.5,0.545454545454545,0.5,0.2,1,0.888888888888889,0,0.222222222222222,0,0.555555555555556,0,0.888888888888889,0,0.555555555555556,0,0.222222222222222,0,0.7,1,0.545454545454545,0.5,0.555555555555556,0,0.5,1,0.727272727272727,0.5,0.545454545454545,0.5,0.545454545454545,0.5,0.777777777777778,0
