word,mat_1,mat_2,mat_3,mat_4,mat_5,mat_6,mat_7,mat_8,mat_9,mat_10,mat_11,mat_12,mat_13,mat_14,mat_15,mat_16,mat_17,mat_18,mat_19,mat_20,mat_21,mat_22,mat_23,mat_24,mat_25,mat_26
אגרונומיותיהם,0.333333333333333,0,0.272727272727273,0.111111111111111,0.222222222222222,0,0.555555555555556,0,0.5,0.25,0.555555555555556,0,0.6,0.25,0.545454545454545,0.111111111111111,0.555555555555556,0,0.8,0.25,0.545454545454545,0.111111111111111,0.4,0.25,0.777777777777778,0
אגרונומיותיהן,0.333333333333333,0,0.272727272727273,0.111111111111111,0.222222222222222,0,0.555555555555556,0,0.5,0.25,0.555555555555556,0,0.6,0.25,0.545454545454545,0.111111111111111,0.555555555555556,0,0.8,0.25,0.545454545454545,0.111111111111111,0.4,0.25,0.666666666666667,0
אגרונומיותייך,0.333333333333333,0,0.272727272727273,0.111111111111111,0.222222222222222,0,0.555555555555556,0,0.5,0.25,0.555555555555556,0,0.6,0.25,0.545454545454545,0.111111111111111,0.555555555555556,0,0.8,0.25,0.545454545454545,0.111111111111111,0.545454545454545,0.111111111111111,0.818181818181818,0.111111111111111
אגרונומיותיכם,0.333333333333333,0,0.272727272727273,0.111111111111111,0.222222222222222,0,0.555555555555556,0,0.5,0.25,0.555555555555556,0,0.6,0.25,0.545454545454545,0.111111111111111,0.555555555555556,0,0.8,0.25,0.545454545454545,0.111111111111111,0.363636363636364,0.111111111111111,0.777777777777778,0
אגרונומיותיכן,0.333333333333333,0,0.272727272727273,0.111111111111111,0.222222222222222,0,0.555555555555556,0,0.5,0.25,0.555555555555556,0,0.6,0.25,0.545454545454545,0.111111111111111,0.555555555555556,0,0.8,0.25,0.545454545454545,0.111111111111111,0.363636363636364,0.111111111111111,0.666666666666667,0
אגרונומיותינו,0.333333333333333,0,0.272727272727273,0.111111111111111,0.222222222222222,0,0.555555555555556,0,0.5,0.25,0.555555555555556,0,0.6,0.25,0.545454545454545,0.111111111111111,0.555555555555556,0,0.8,0.25,0.545454545454545,0.111111111111111,0.5,0.25,0.555555555555556,0
אדמיניסטרטורי,0.333333333333333,0,0.181818181818182,0.111111111111111,0.6,0.25,0.545454545454545,0.111111111111111,0.5,0.25,0.545454545454545,0.111111111111111,0.2,0.25,0.444444444444444,0,0.222222222222222,0,0.444444444444444,0,0.555555555555556,0,0.222222222222222,0,0.545454545454545,0.111111111111111
אדמיניסטרטיבי,0.333333333333333,0,0.181818181818182,0.111111111111111,0.6,0.25,0.545454545454545,0.111111111111111,0.5,0.25,0.545454545454545,0.111111111111111,0.2,0.25,0.444444444444444,0,0.222222222222222,0,0.444444444444444,0,0.545454545454545,0.111111111111111,0.3,0.25,0.545454545454545,0.111111111111111
אדמיניסטרציות,0.333333333333333,0,0.181818181818182,0.111111111111111,0.6,0.25,0.545454545454545,0.111111111111111,0.5,0.25,0.545454545454545,0.111111111111111,0.2,0.25,0.444444444444444,0,0.222222222222222,0,0.7,0.25,0.545454545454545,0.111111111111111,0.555555555555556,0,0.8,0.25
אדמיניסטרציית,0.333333333333333,0,0.181818181818182,0.111111111111111,0.6,0.25,0.545454545454545,0.111111111111111,0.5,0.25,0.545454545454545,0.111111111111111,0.2,0.25,0.444444444444444,0,0.222222222222222,0,0.7,0.25,0.545454545454545,0.111111111111111,0.545454545454545,0.111111111111111,0.8,0.25
אדריכלויותיהם,0.333333333333333,0,0.181818181818182,0.111111111111111,0.222222222222222,0,0.545454545454545,0.111111111111111,0.363636363636364,0.111111111111111,0.727272727272727,0.111111111111111,0.555555555555556,0,0.545454545454545,0.111111111111111,0.555555555555556,0,0.8,0.25,0.545454545454545,0.111111111111111,0.4,0.25,0.777777777777778,0
אדריכלויותיהן,0.333333333333333,0,0.181818181818182,0.111111111111111,0.222222222222222,0,0.545454545454545,0.111111111111111,0.363636363636364,0.111111111111111,0.727272727272727,0.111111111111111,0.555555555555556,0,0.545454545454545,0.111111111111111,0.555555555555556,0,0.8,0.25,0.545454545454545,0.111111111111111,0.4,0.25,0.666666666666667,0
אדריכלויותייך,0.333333333333333,0,0.181818181818182,0.111111111111111,0.222222222222222,0,0.545454545454545,0.111111111111111,0.363636363636364,0.111111111111111,0.727272727272727,0.111111111111111,0.555555555555556,0,0.545454545454545,0.111111111111111,0.555555555555556,0,0.8,0.25,0.545454545454545,0.111111111111111,0.545454545454545,0.111111111111111,0.818181818181818,0.111111111111111
אדריכלויותיכם,0.333333333333333,0,0.181818181818182,0.111111111111111,0.222222222222222,0,0.545454545454545,0.111111111111111,0.363636363636364,0.111111111111111,0.727272727272727,0.111111111111111,0.555555555555556,0,0.545454545454545,0.111111111111111,0.555555555555556,0,0.8,0.25,0.545454545454545,0.111111111111111,0.363636363636364,0.111111111111111,0.777777777777778,0
אדריכלויותיכן,0.333333333333333,0,0.181818181818182,0.111111111111111,0.222222222222222,0,0.545454545454545,0.111111111111111,0.363636363636364,0.111111111111111,0.727272727272727,0.111111111111111,0.555555555555556,0,0.545454545454545,0.111111111111111,0.555555555555556,0,0.8,0.25,0.545454545454545,0.111111111111111,0.363636363636364,0.111111111111111,0.666666666666667,0
אדריכלויותינו,0.333333333333333,0,0.181818181818182,0.111111111111111,0.222222222222222,0,0.545454545454545,0.111111111111111,0.363636363636364,0.111111111111111,0.727272727272727,0.111111111111111,0.555555555555556,0,0.545454545454545,0.111111111111111,0.555555555555556,0,0.8,0.25,0.545454545454545,0.111111111111111,0.5,0.25,0.555555555555556,0
אובייקטיביותה,0.333333333333333,0,0.555555555555556,0,0.3,0.25,0.545454545454545,0.111111111111111,0.545454545454545,0.111111111111111,0.111111111111111,0,0.444444444444444,0,0.545454545454545,0.111111111111111,0.3,0.25,0.545454545454545,0.111111111111111,0.555555555555556,0,0.8,0.25,0.4,0.25
אובייקטיביותו,0.333333333333333,0,0.555555555555556,0,0.3,0.25,0.545454545454545,0.111111111111111,0.545454545454545,0.111111111111111,0.111111111111111,0,0.444444444444444,0,0.545454545454545,0.111111111111111,0.3,0.25,0.545454545454545,0.111111111111111,0.555555555555556,0,0.8,0.25,0.555555555555556,0
